Business name,URL,Category/type,Location,Loaded successfully,First impression score,Visual quality score,Mobile conversion score,CTA clarity score,Trust signal score,Offer clarity score,Form/friction score,Speed/performance notes,SEO/local SEO notes,Standout design/conversion ideas,Weaknesses to avoid,Screenshot path,Discovery path,Discovery query,Reviewed at
Better Life Landscape and Design,https://www.betterlifelandscape.com/,lawn care; hardscaping; irrigation; outdoor living; artificial turf; commercial landscaping,,true,10,10,8,8,10,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Home | Available Today. H1: TOP-LEADING LANDSCAPING COMPANY SERVING THE ENTIRE PHOENIX VALLEY. Schema detected. Location signal not obvious from homepage text.,"Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/159-betterlifelandscape-com.jpg,lead-sheet/domain-guess,Better Life Landscape and Design,2026-06-17T00:09:34.749Z
Bassett Tree Service,https://www.bassetttree.com/,hardscaping; irrigation; commercial landscaping; tree care,"Mesa, AZ",true,10,10,10,10,10,9,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Bassett Tree Service | Mesa, AZ &amp; Surrounding Areas. H1: Bassett Tree Service. Schema detected. Location signal: Mesa, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Mobile viewport includes sticky or fixed conversion action.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/159-bassetttree-com.jpg,lead-sheet/domain-guess,Bassett Tree Service,2026-06-17T00:09:34.873Z
Arizona’s Trusted Outdoor Experts,https://azturfandlandscape.com/,hardscaping; irrigation; outdoor living; artificial turf; landscape design-build; commercial landscaping,"Rachel M. Scottsdale, AZ",true,8,10,8,9,10,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: not detected. H1: Arizona’s Trusted Outdoor Experts. No schema detected in homepage HTML. Location signal: Rachel M. Scottsdale, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/159-azturfandlandscape-com.jpg,lead-sheet/domain-guess,Az Turf and Landscape,2026-06-17T00:09:35.394Z
"Professional Landscaping Services in Phoenix, AZ",https://www.aznewleaf.com/,lawn care; hardscaping; irrigation; artificial turf; tree care,"Landscaping Services in Phoenix, AZ",true,9,6,9,10,8,10,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Professional Landscaping Services in Phoenix, AZ | AZ New Leaf Landscaping. H1: Professional Landscaping Services in Phoenix, AZ. No schema detected in homepage HTML. Location signal: Landscaping Services in Phoenix, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Service area language supports local intent.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/162-aznewleaf-com.jpg,lead-sheet/domain-guess,Az New Leaf Landscaping,2026-06-17T00:09:39.338Z
Arizona Turf and Paver-Scottsdale,https://www.azturfandpaver.com/,lawn care; hardscaping; outdoor living; artificial turf,,true,9,8,6,6,6,10,5,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Turf and Paver Installation Scottsdale | Arizona Turf &amp; Paver. H1: Arizona Turf & Paver-Scottsdale. Schema detected. Location signal not obvious from homepage text.,Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.,No homepage form detected; conversion path may require extra clicks.,research/screenshots/162-arizonaturfandpaver-com.jpg,lead-sheet/domain-guess,Arizona Turf and Paver,2026-06-17T00:09:39.419Z
Blue Leaf Landscaping,https://blueleaflandscaping.com/,hardscaping; irrigation,"Lebanon, TN",true,10,10,9,10,8,10,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Blue Leaf Landscaping | Home. H1: Transform Your Outdoors, Experience Superior Landscaping!. No schema detected in homepage HTML. Location signal: Lebanon, TN.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/164-blueleaflandscaping-com.jpg,lead-sheet/domain-guess,Blue Leaf Landscape & Design,2026-06-17T00:09:41.898Z
"GreenSpace Lawn &amp; Landscape, Manassas, VA",https://www.greenspacelawnandlandscape.com/,lawn care; irrigation; artificial turf; landscape design-build,"Manassas, VA",true,8,10,9,9,9,8,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: GreenSpace Lawn &amp; Landscape, Manassas, VA | Design, Install, Maintenance. H1: Celebrating 30+ years of service!
. No schema detected in homepage HTML. Location signal: Manassas, VA.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Service area language supports local intent.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/164-janddlawnservice-com.jpg,lead-sheet/domain-guess,J&D Lawn Service,2026-06-17T00:09:42.159Z
"Azteca Landscape &#8211; Corona, CA 92881",http://www.aztecalandscape.com/,irrigation; artificial turf; commercial landscaping,"Corona, CA",true,10,8,7,7,6,7,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Azteca Landscape &#8211; Corona, CA 92881. H1: At Azteca Landscape. No schema detected in homepage HTML. Location signal: Corona, CA.",Basic landscaping service presentation with limited standout conversion pattern.,No homepage form detected; conversion path may require extra clicks.,research/screenshots/164-aztecalandscape-com.jpg,lead-sheet/domain-guess,Azteca Landscape & Design,2026-06-17T00:09:43.492Z
J&amp;D Landscaping,https://www.jdlbyveterans.com/,lawn care,,true,8,9,8,8,8,6,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Home | M&amp;B Remodeling. H1: Expertise. Reliability. Value.. Schema detected. Location signal not obvious from homepage text.,"Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Service area language supports local intent.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/167-janddlandscaping-com.jpg,lead-sheet/domain-guess,J&D Lawn Service,2026-06-17T00:09:44.988Z
AZ Edge Landscape,https://www.azedgelandscaping.com/,hardscaping; irrigation; outdoor living; artificial turf; landscape design-build; commercial landscaping,"Landscaping Chandler, AZ",true,10,10,8,9,10,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Landscaping Chandler, AZ &mdash; Landscape Contractor &mdash; AZ Edge Landscape. H1: LANDSCAPE DESIGN AND INSTALLATION . Schema detected. Location signal: Landscaping Chandler, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/167-azedgelandscaping-com.jpg,lead-sheet/domain-guess,Az Edge Landscaping,2026-06-17T00:09:46.586Z
arizonabrickpavers.com,https://arizonabrickpavers.com/,hardscaping,,true,4,3,3,3,2,4,4,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: arizonabrickpavers.com. H1: Launching Soon. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text. No homepage form detected; conversion path may require extra clicks.,research/screenshots/169-arizonabrickpavers-com.jpg,lead-sheet/domain-guess,Arizona Brick Pavers LLC,2026-06-17T00:09:49.650Z
Astro Landscaping,https://www.astrolandscaping.com/,tree care,,true,9,8,6,6,6,6,5,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Astro Landscaping. H1: Astro Landscaping. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,No homepage form detected; conversion path may require extra clicks.,research/screenshots/169-astrolandscaping-com.jpg,lead-sheet/domain-guess,Astro Landscaping,2026-06-17T00:09:49.952Z
Arizona Artificial Lawns,https://www.arizonaartificiallawns.com/,lawn care; hardscaping; outdoor living; artificial turf; commercial landscaping,"Ave Phoenix, AZ",true,10,10,8,9,8,9,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Artificial Grass in Phoenix at Arizona Artificial Lawns. H1: OFFERING TRANSFORMATIVE LANDSCAPES SINCE 2003. Schema detected. Location signal: Ave Phoenix, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/171-arizonaartificiallawns-com.jpg,lead-sheet/domain-guess,Arizona Artificial Lawns,2026-06-17T00:09:52.694Z
Always Green Turf,https://alwaysgreenturfaz.com/,hardscaping; irrigation; outdoor living; artificial turf; commercial landscaping,"JM James M. Mesa, AZ",true,8,10,9,10,10,6,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Always Green Turf | Artificial Turf Installation in Arizona. H1: No Mud.
No Mowing.

Always Green.. No schema detected in homepage HTML. Location signal: JM James M. Mesa, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Service area language supports local intent.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/171-alwaysgreenturfaz-com.jpg,lead-sheet/domain-guess,Always Green Turf AZ,2026-06-17T00:09:53.441Z
AZ Metro Scapes,https://azmetroscapes.com/,irrigation; commercial landscaping; tree care,"Scottsdale, AZ",true,8,9,8,8,8,5,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: AZ MetroScapes - Commercial Landscape Company in Arizona. H1: AZ MetroScapes. Schema detected. Location signal: Scottsdale, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof.",Services/offers are not immediately clear.,research/screenshots/171-azmetroscapes-com.jpg,lead-sheet/domain-guess,"AZ MetroScapes, Inc",2026-06-17T00:09:56.637Z
American Roots Lands,https://www.americanrootslandscapes.com/,lawn care; hardscaping; irrigation; outdoor living; artificial turf; landscape design-build; commercial landscaping; tree care,,true,8,10,9,9,9,8,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: American Roots Landscapes | Custom Landscape Design and Installation. H1: Welcome to. Schema detected. Location signal not obvious from homepage text.,"Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Service area language supports local intent.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/173-americanrootslandscapes-com.jpg,lead-sheet/domain-guess,American Roots Landscapes,2026-06-17T00:09:56.808Z
